Date,Close
8/31/2017 16:00:00,132.37
9/1/2017 16:00:00,131.03
9/5/2017 16:00:00,129.9
9/6/2017 16:00:00,130.67
9/7/2017 16:00:00,132.19
9/8/2017 16:00:00,130.98
9/11/2017 16:00:00,133.21
9/12/2017 16:00:00,132.63
9/13/2017 16:00:00,132.45
9/14/2017 16:00:00,134.18
9/15/2017 16:00:00,134.45
9/18/2017 16:00:00,135.38
9/19/2017 16:00:00,135.22
9/20/2017 16:00:00,133.22
9/21/2017 16:00:00,131.75
9/22/2017 16:00:00,131.39
9/25/2017 16:00:00,131.17
9/26/2017 16:00:00,130.94
9/27/2017 16:00:00,129.75
9/28/2017 16:00:00,129.47
9/29/2017 16:00:00,130.01
10/2/2017 16:00:00,131.22
10/3/2017 16:00:00,132.1
10/4/2017 16:00:00,132.89
10/5/2017 16:00:00,133.19
10/6/2017 16:00:00,133.22
10/9/2017 16:00:00,133.45
10/10/2017 16:00:00,133.9
10/11/2017 16:00:00,136.65
10/12/2017 16:00:00,136.83
10/13/2017 16:00:00,136.43
10/16/2017 16:00:00,136.12
10/17/2017 16:00:00,140.79
10/18/2017 16:00:00,140.68
10/19/2017 16:00:00,142.04
10/20/2017 16:00:00,142.4
10/23/2017 16:00:00,143.62
10/24/2017 16:00:00,141.64
10/25/2017 16:00:00,142.36
10/26/2017 16:00:00,141.81
10/27/2017 16:00:00,141.78
10/30/2017 16:00:00,140
10/31/2017 16:00:00,139.41
11/1/2017 16:00:00,139.98
11/2/2017 16:00:00,139.93
11/3/2017 16:00:00,140.08
11/6/2017 16:00:00,139.76
11/7/2017 16:00:00,139.77
11/8/2017 16:00:00,141.32
11/9/2017 16:00:00,140.35
11/10/2017 16:00:00,139.56
11/13/2017 16:00:00,139.76
11/14/2017 16:00:00,139.49
11/15/2017 16:00:00,139.1
11/16/2017 16:00:00,138.87
11/17/2017 16:00:00,138
11/20/2017 16:00:00,137.93
11/21/2017 16:00:00,138.34
11/22/2017 16:00:00,137.29
11/24/2017 13:00:00,138.01
11/27/2017 16:00:00,138.1
11/28/2017 16:00:00,140.02
11/29/2017 16:00:00,139.81
11/30/2017 16:00:00,139.33
12/1/2017 16:00:00,139.98
12/4/2017 16:00:00,139.01
12/5/2017 16:00:00,139.67
12/6/2017 16:00:00,141.06
12/7/2017 16:00:00,140.01
12/8/2017 16:00:00,140.59
12/11/2017 16:00:00,141.14
12/12/2017 16:00:00,142.6
12/13/2017 16:00:00,142.89
12/14/2017 16:00:00,141.65
12/15/2017 16:00:00,142.46
12/18/2017 16:00:00,141.8
12/19/2017 16:00:00,141.78
12/20/2017 16:00:00,141.16
12/21/2017 16:00:00,141.06
12/22/2017 16:00:00,140.12
12/26/2017 16:00:00,140.09
12/27/2017 16:00:00,140.57
12/28/2017 16:00:00,140.56
12/29/2017 16:00:00,139.72
1/2/2018 16:00:00,139.23
1/3/2018 16:00:00,140.56
1/4/2018 16:00:00,140.55
1/5/2018 16:00:00,141.71
1/8/2018 16:00:00,141.89
1/9/2018 16:00:00,144.14
1/10/2018 16:00:00,143.97
1/11/2018 16:00:00,144.79
1/12/2018 16:00:00,145.76
1/16/2018 16:00:00,146.86
1/17/2018 16:00:00,146.98
1/18/2018 16:00:00,146.92
1/19/2018 16:00:00,147.36
1/22/2018 16:00:00,148.14
1/23/2018 16:00:00,141.83
1/24/2018 16:00:00,142.07
1/25/2018 16:00:00,144.4
1/26/2018 16:00:00,145.33
1/29/2018 16:00:00,143.68
1/30/2018 16:00:00,142.43
1/31/2018 16:00:00,138.19
2/1/2018 16:00:00,140.02
2/2/2018 16:00:00,137.68
2/5/2018 16:00:00,130.39
2/6/2018 16:00:00,131.83
2/7/2018 16:00:00,131.42
2/8/2018 16:00:00,126.36
2/9/2018 16:00:00,129.53
2/12/2018 16:00:00,130.27
2/13/2018 16:00:00,129.96
2/14/2018 16:00:00,129.67
2/15/2018 16:00:00,131.23
2/16/2018 16:00:00,133.15
2/20/2018 16:00:00,130.87
2/21/2018 16:00:00,129.91
2/22/2018 16:00:00,129.91
2/23/2018 16:00:00,132.02
2/26/2018 16:00:00,132.07
2/27/2018 16:00:00,131.67
2/28/2018 16:00:00,129.88
3/1/2018 16:00:00,127.28
3/2/2018 16:00:00,128.82
3/5/2018 16:00:00,129.79
3/6/2018 16:00:00,128.22
3/7/2018 16:00:00,129.04
3/8/2018 16:00:00,132.06
3/9/2018 16:00:00,133.8
3/12/2018 16:00:00,132.63
3/13/2018 16:00:00,134.35
3/14/2018 16:00:00,132.32
3/15/2018 16:00:00,133.06
3/16/2018 16:00:00,133.68
3/19/2018 16:00:00,130.24
3/20/2018 16:00:00,131.21
3/21/2018 16:00:00,131.19
3/22/2018 16:00:00,127.38
3/23/2018 16:00:00,125.1
3/26/2018 16:00:00,127.39
3/27/2018 16:00:00,127.21
3/28/2018 16:00:00,127.45
3/29/2018 16:00:00,128.15
4/2/2018 16:00:00,124.56
4/3/2018 16:00:00,128.35
4/4/2018 16:00:00,130.41
4/5/2018 16:00:00,130.71
4/6/2018 16:00:00,128.1
4/9/2018 16:00:00,129.48
4/10/2018 16:00:00,130.25
4/11/2018 16:00:00,129.63
4/12/2018 16:00:00,130.43
4/13/2018 16:00:00,130.62
4/16/2018 16:00:00,131.76
4/17/2018 16:00:00,130.54
4/18/2018 16:00:00,127.72
4/19/2018 16:00:00,127.55
4/20/2018 16:00:00,126.66
4/23/2018 16:00:00,126.83
4/24/2018 16:00:00,126.19
4/25/2018 16:00:00,126.76
4/26/2018 16:00:00,128.01
4/27/2018 16:00:00,128.27
4/30/2018 16:00:00,126.49
5/1/2018 16:00:00,126.01
5/2/2018 16:00:00,123.5
5/3/2018 16:00:00,123.03
5/4/2018 16:00:00,124.19
5/7/2018 16:00:00,123.59
5/8/2018 16:00:00,122.61
5/9/2018 16:00:00,123.51
5/10/2018 16:00:00,125.35
5/11/2018 16:00:00,127.24
5/14/2018 16:00:00,126.06
5/15/2018 16:00:00,125.13
5/16/2018 16:00:00,125.35
5/17/2018 16:00:00,123.85
5/18/2018 16:00:00,124.24
5/21/2018 16:00:00,123.72
5/22/2018 16:00:00,122.91
5/23/2018 16:00:00,123.45
5/24/2018 16:00:00,122.25
5/25/2018 16:00:00,121.47
5/29/2018 16:00:00,119.4
5/30/2018 16:00:00,120.97
5/31/2018 16:00:00,119.62
6/1/2018 16:00:00,121.26
6/4/2018 16:00:00,121.95
6/5/2018 16:00:00,121.48
6/6/2018 16:00:00,122.79
6/7/2018 16:00:00,123.33
6/8/2018 16:00:00,124.06
6/11/2018 16:00:00,122.66
6/12/2018 16:00:00,122.54
6/13/2018 16:00:00,122.63
6/14/2018 16:00:00,122.41
6/15/2018 16:00:00,122.61
6/18/2018 16:00:00,121.32
6/19/2018 16:00:00,122.57
6/20/2018 16:00:00,122.04
6/21/2018 16:00:00,121.45
6/22/2018 16:00:00,122.84
6/25/2018 16:00:00,122.59
6/26/2018 16:00:00,122.35
6/27/2018 16:00:00,121.61
6/28/2018 16:00:00,122
6/29/2018 16:00:00,121.34
7/2/2018 16:00:00,121.58
7/3/2018 13:00:00,122.71
7/5/2018 16:00:00,125
7/6/2018 16:00:00,125.75
7/9/2018 16:00:00,126.05
7/10/2018 16:00:00,127.38
7/11/2018 16:00:00,126.24
7/12/2018 16:00:00,127.76
7/13/2018 16:00:00,125.93
7/16/2018 16:00:00,124.69
7/17/2018 16:00:00,129.11
7/18/2018 16:00:00,127.8
7/19/2018 16:00:00,125.94
7/20/2018 16:00:00,125.85
7/23/2018 16:00:00,126.63
7/24/2018 16:00:00,129.36
7/25/2018 16:00:00,128.62
7/26/2018 16:00:00,130.28
7/27/2018 16:00:00,131.55
7/30/2018 16:00:00,132.17
7/31/2018 16:00:00,132.52
8/1/2018 16:00:00,132.64
8/2/2018 16:00:00,131.25
8/3/2018 16:00:00,131.95
8/6/2018 16:00:00,132.02
8/7/2018 16:00:00,131.46
8/8/2018 16:00:00,131.17
8/9/2018 16:00:00,131.2
8/10/2018 16:00:00,130.75
8/13/2018 16:00:00,130.22
8/14/2018 16:00:00,129.5
8/15/2018 16:00:00,130.43
8/16/2018 16:00:00,132.48
8/17/2018 16:00:00,134.47
8/20/2018 16:00:00,136.88
8/21/2018 16:00:00,135.35
8/22/2018 16:00:00,134.61
8/23/2018 16:00:00,135.11
8/24/2018 16:00:00,135.95
8/27/2018 16:00:00,134.92
8/28/2018 16:00:00,134.32
8/29/2018 16:00:00,134.86
8/30/2018 16:00:00,134.95
8/31/2018 16:00:00,134.69
9/4/2018 16:00:00,133.72
9/5/2018 16:00:00,135.86
9/6/2018 16:00:00,136.87
9/7/2018 16:00:00,137.32
9/10/2018 16:00:00,137.21
9/11/2018 16:00:00,138.51
9/12/2018 16:00:00,139.36
9/13/2018 16:00:00,139.89
9/14/2018 16:00:00,139.49
9/17/2018 16:00:00,139.96
9/18/2018 16:00:00,140.54
9/19/2018 16:00:00,140.46
9/20/2018 16:00:00,141.98
9/21/2018 16:00:00,142.88
9/24/2018 16:00:00,140.47
9/25/2018 16:00:00,138.64
9/26/2018 16:00:00,138.16
9/27/2018 16:00:00,138.22
9/28/2018 16:00:00,138.17
10/1/2018 16:00:00,139.69
10/2/2018 16:00:00,140.48
10/3/2018 16:00:00,139.03
10/4/2018 16:00:00,139.35
10/5/2018 16:00:00,139.1
10/8/2018 16:00:00,139.39
10/9/2018 16:00:00,139.2
10/10/2018 16:00:00,137.73
10/11/2018 16:00:00,133.84
10/12/2018 16:00:00,133.87
10/15/2018 16:00:00,133.95
10/16/2018 16:00:00,136.56
10/17/2018 16:00:00,139.46
10/18/2018 16:00:00,139.5
10/19/2018 16:00:00,139.05
10/22/2018 16:00:00,138.68
10/23/2018 16:00:00,138.93
10/24/2018 16:00:00,137.47
10/25/2018 16:00:00,138.47
10/26/2018 16:00:00,136.97
10/29/2018 16:00:00,137.55
10/30/2018 16:00:00,140.75
10/31/2018 16:00:00,139.99
11/1/2018 16:00:00,140.82
11/2/2018 16:00:00,140.68
11/5/2018 16:00:00,142.2
11/6/2018 16:00:00,142.57
11/7/2018 16:00:00,144.75
11/8/2018 16:00:00,145.3
11/9/2018 16:00:00,145.34
11/12/2018 16:00:00,145.62
11/13/2018 16:00:00,144.68
11/14/2018 16:00:00,144.25
11/15/2018 16:00:00,144.5
11/16/2018 16:00:00,145.99
11/19/2018 16:00:00,147.73
11/20/2018 16:00:00,146.45
11/21/2018 16:00:00,141.99
11/23/2018 13:00:00,142.23
11/26/2018 16:00:00,141.37
11/27/2018 16:00:00,143.22
11/28/2018 16:00:00,146.44
11/29/2018 16:00:00,145.85
11/30/2018 16:00:00,146.9
12/3/2018 16:00:00,146.21
12/4/2018 16:00:00,146.03
12/6/2018 16:00:00,145.91
12/7/2018 16:00:00,145.43
12/10/2018 16:00:00,145.26
12/11/2018 16:00:00,146.5
12/12/2018 16:00:00,147.1
12/13/2018 16:00:00,147.84
12/14/2018 16:00:00,133
12/17/2018 16:00:00,129.14
12/18/2018 16:00:00,130.42
12/19/2018 16:00:00,127.61
12/20/2018 16:00:00,128.27
12/21/2018 16:00:00,128.09
12/24/2018 13:00:00,122.84
12/26/2018 16:00:00,126.71
12/27/2018 16:00:00,127.41
12/28/2018 16:00:00,127.27
12/31/2018 16:00:00,129.05
1/2/2019 16:00:00,127.75
1/3/2019 16:00:00,125.72
1/4/2019 16:00:00,127.83
1/7/2019 16:00:00,127.01
1/8/2019 16:00:00,129.96
1/9/2019 16:00:00,128.93
1/10/2019 16:00:00,129.71
1/11/2019 16:00:00,129.75
1/14/2019 16:00:00,128.28
1/15/2019 16:00:00,129.36
1/16/2019 16:00:00,128.04
1/17/2019 16:00:00,129.09
1/18/2019 16:00:00,130.69
1/22/2019 16:00:00,128.8
1/23/2019 16:00:00,128.8
1/24/2019 16:00:00,127.03
1/25/2019 16:00:00,128.23
1/28/2019 16:00:00,128.99
1/29/2019 16:00:00,130.33
1/30/2019 16:00:00,131.64
1/31/2019 16:00:00,133.08
2/1/2019 16:00:00,134.2
2/4/2019 16:00:00,132.88
2/5/2019 16:00:00,132.88
2/6/2019 16:00:00,133
2/7/2019 16:00:00,132.05
2/8/2019 16:00:00,132.4
2/11/2019 16:00:00,132
2/12/2019 16:00:00,134.16
2/13/2019 16:00:00,134.45
2/14/2019 16:00:00,134.31
2/15/2019 16:00:00,136.38
2/19/2019 16:00:00,135.69
2/20/2019 16:00:00,136.35
2/21/2019 16:00:00,135.42
2/22/2019 16:00:00,136.6
2/25/2019 16:00:00,136.2
2/26/2019 16:00:00,136.11
2/27/2019 16:00:00,135.87
2/28/2019 16:00:00,136.64
3/1/2019 16:00:00,138.35
3/4/2019 16:00:00,138.48
3/5/2019 16:00:00,138.77
3/6/2019 16:00:00,139.09
3/7/2019 16:00:00,138.24
3/8/2019 16:00:00,138.06
3/11/2019 16:00:00,138.56
3/12/2019 16:00:00,139.18
3/13/2019 16:00:00,139.41
3/14/2019 16:00:00,138.02
3/15/2019 16:00:00,137.6
3/18/2019 16:00:00,137.17
3/19/2019 16:00:00,138.44
3/20/2019 16:00:00,137.29
3/21/2019 16:00:00,138.1
3/22/2019 16:00:00,136.91
3/25/2019 16:00:00,136.61
3/26/2019 16:00:00,138.57
3/27/2019 16:00:00,138.7
3/28/2019 16:00:00,138.88
3/29/2019 16:00:00,139.79
4/1/2019 16:00:00,138.98
4/2/2019 16:00:00,137.71
4/3/2019 16:00:00,137.17
4/4/2019 16:00:00,135.57
4/5/2019 16:00:00,136.18
4/8/2019 16:00:00,136.14
4/9/2019 16:00:00,135.57
4/10/2019 16:00:00,135.58
4/11/2019 16:00:00,135.21
4/12/2019 16:00:00,135.98
4/15/2019 16:00:00,136.52
4/16/2019 16:00:00,138.02
4/17/2019 16:00:00,138.52
4/18/2019 16:00:00,137.52
4/22/2019 16:00:00,137.83
4/23/2019 16:00:00,139.9
4/24/2019 16:00:00,139.2
4/25/2019 16:00:00,139.65
4/26/2019 16:00:00,140.39
4/29/2019 16:00:00,139.84
4/30/2019 16:00:00,141.2
